name	coef	coef_lower	coef_upper
vep_effectcanonical_splice_variant	1.8405315983082	1.6968179303082	1.9842452663082
vep_effectsplice_region_variant	1.24148552268253	1.17131928668253	1.31165175868253
vep_effect5_prime_UTR_variant	0.868237875490589	0.806550207490589	0.929925543490589
vep_effectcoding_variant	0.731100142182296	0.690847426182296	0.771352858182296
vep_effectnon_coding_transcript_exon_variant	0.474341871389066	0.437518175389066	0.511165567389066
vep_effect3_prime_UTR_variant	0.197244339901319	0.153831123901319	0.240657555901319
vep_effectintron_variant	0.0956727759475923	0.0746364879475923	0.116709063947592
vep_effectstop_gained	0.0576028942144549	-0.269489157785545	0.384694946214455
linsight	-0.0200204532721393	-0.0285180332721393	-0.0115228732721393
variant_indelTRUE	-0.0411741739727566	-0.0554741379727566	-0.0268742099727566
ensembl_tfbs1	0.031602939560415	0.00468547556041501	0.058520403560415
ensembl_ctcfbs1	-0.00913278956783155	-0.0520001455678316	0.0337345664321684
ensembl_dhs1	-0.170120074905265	-0.197088890905265	-0.143151258905265
ensembl_motif1	-0.240136902356775	-0.349537438356775	-0.130736366356775
