name	coef	coef_lower	coef_upper
roadmap_p8|1	0.973800283959969	0.915486559959969	1.03211400795997
roadmap_p4|1	0.58398400555264	0.57143392955264	0.59653408155264
roadmap_p1|1	0.687174612717788	0.671688064717788	0.702661160717788
roadmap_p6|1	0.313544084524065	0.262133676524064	0.364954492524065
roadmap_p5|1	0.380894913745482	0.372563737745482	0.389226089745482
roadmap_p2|1	0.351374841226951	0.320095201226951	0.382654481226951
roadmap_p9|1	0.480215679086618	0.445993491086618	0.514437867086618
roadmap_p10|1	-0.0160582645062219	-0.133090256506222	0.100973727493778
roadmap_p3|1	0.545980013397055	0.385657697397055	0.706302329397055
roadmap_p7|1	-0.288852221946386	-0.307571593946386	-0.270132849946386
roadmap_p12|1	-0.232854054393975	-0.352322522393975	-0.113385586393975
roadmap_p14|1	-0.320955478989881	-0.337638410989881	-0.304272546989881
roadmap_p13|1	-0.297500999105843	-0.344593919105843	-0.250408079105843
roadmap_p11|1	-0.192463818416834	-0.315017718416834	-0.0699099184168343
