name	coef	coef_lower	coef_upper
vep_effectcanonical_splice_variant	1.32096804883815	1.25735526883815	1.38458082883815
vep_effectstop_gained	1.1674671400645	1.0453675680645	1.2895667120645
vep_effectsplice_region_variant	0.783595579808726	0.752981359808726	0.814209799808726
vep_effectnon_coding_transcript_exon_variant	0.559439570395707	0.547810890395707	0.571068250395707
vep_effect5_prime_UTR_variant	0.479964464700834	0.463594936700834	0.496333992700834
vep_effect3_prime_UTR_variant	0.471568347209152	0.458265827209152	0.484870867209152
vep_effectcoding_variant	0.433186249465961	0.418002325465961	0.448370173465961
vep_effectintron_variant	0.0654868455992834	0.0597963775992834	0.0711773135992834
variant_indelTRUE	0.0391132943376771	0.0347524903376771	0.0434740983376771
linsight	-0.0449648927810816	-0.0474560527810816	-0.0424737327810816
ensembl_ctcfbs1	0.124559716272778	0.112511008272778	0.136608424272778
ensembl_motif1	0.118377610147074	0.0922559061470737	0.144499314147074
ensembl_tfbs1	0.0766533304466176	0.0685626464466176	0.0847440144466176
ensembl_dhs1	-0.195216313986443	-0.203062193986443	-0.187370433986443
