name	coef	coef_lower	coef_upper
roadmap_p8|1	0.422096253196553	0.266101225196553	0.578091281196553
roadmap_p4|1	0.714850401074222	0.678887929074222	0.750812873074222
roadmap_p1|1	0.37298228981833	0.31439338181833	0.43157119781833
roadmap_p6|1	0.686679540324963	0.542438828324963	0.830920252324963
roadmap_p5|1	0.513631845637737	0.486113837637737	0.541149853637737
roadmap_p2|1	0.354183166385961	0.250652634385961	0.457713698385961
roadmap_p9|1	0.150975424239654	0.0241212842396543	0.277829564239654
roadmap_p10|1	0.0385712055776806	-0.754296618422319	0.831439029577681
roadmap_p3|1	-0.571491206978539	-0.850466826978539	-0.292515586978539
roadmap_p7|1	-0.0123338117256545	-0.0812873957256545	0.0566197722743455
roadmap_p12|1	-0.317816656652337	-0.773803404652337	0.138170091347663
roadmap_p14|1	-0.456622615746834	-0.517654663746834	-0.395590567746834
roadmap_p13|1	-0.708597081354214	-0.860766385354214	-0.556427777354214
roadmap_p11|1	-1.23423257323438	-1.64044649323438	-0.828018653234383
