name	coef	coef_lower	coef_upper
roadmap_p8|0	0.492027723194911	0.360017411194911	0.624038035194911
roadmap_p4|0	0.384393603731194	0.349188083731194	0.419599123731194
roadmap_p1|0	0.163197527103466	0.0905107311034658	0.235884323103466
roadmap_p6|0	0.132681475385443	0.0752364233854427	0.190126527385443
roadmap_p5|0	0.247278011688783	0.219015007688783	0.275541015688783
roadmap_p2|0	-0.0322922705857093	-0.0951459425857093	0.0305614014142907
roadmap_p9|0	0.0548938278157662	-0.0263546401842338	0.136142295815766
roadmap_p10|0	-0.0943068099953102	-0.30317558199531	0.11456196200469
roadmap_p3|0	-0.580330153782024	-0.681936749782024	-0.478723557782024
roadmap_p7|0	-0.0935289793841754	-0.135844595384175	-0.0512133633841754
roadmap_p12|0	-0.390271624903092	-0.540358820903092	-0.240184428903092
roadmap_p14|0	-0.40967103788675	-0.45144549788675	-0.36789657788675
roadmap_p13|0	-0.216047834642755	-0.300492082642755	-0.131603586642755
roadmap_p11|0	-0.849649062499243	-1.01629022249924	-0.683007902499243
